# epoch train_loss test_loss time_seconds
53 0.0016244725 0.0003332434 3434.34 
54 0.0016039282 0.0003298813 3478.87 
55 0.0015796068 0.0003272392 3549.92 
56 0.0015587027 0.0003216919 3611.68 
57 0.0015361257 0.0003184614 3659.7 
58 0.0015206827 0.000315215 3712.09 
59 0.0015066478 0.000312733 3774.14 
60 0.0014960657 0.0003086121 3836.94 
61 0.0014802501 0.0003066679 3902.47 
62 0.0014669055 0.0003043862 3952.67 
63 0.0014550871 0.0003023235 4021.91 
64 0.0014420231 0.0002993457 4073.61 
65 0.001429016 0.0002970293 4131.43 
66 0.0014175317 0.0002944277 4208.17 
67 0.0014041956 0.0002926481 4261.75 
68 0.0013928643 0.0002915254 4309.46 
69 0.0013818848 0.0002901688 4361.01 
70 0.0013729091 0.0002889759 4428.06 
71 0.0013631672 0.0002852835 4489.26 
72 0.0013505493 0.0002834944 4541.23 
73 0.0013395716 0.0002822829 4603.71 
74 0.0013283201 0.0002805358 4676.56 
75 0.0013159558 0.0002782345 4738.22 
76 0.0013002075 0.0002764884 4809.11 
77 0.0012901164 0.0002742999 4874.12 
78 0.0012779711 0.0002717654 4936.92 
79 0.0012673273 0.0002693939 4998.38 
80 0.0012563385 0.0002672445 5046.45 
81 0.0012427457 0.0002657588 5091.02 
82 0.0012323761 0.0002621264 5142.79 
83 0.0012219687 0.0002592723 5199.38 
84 0.001213043 0.0002566842 5253.07 
85 0.0012048222 0.0002557388 5331.31 
86 0.0011985024 0.0002552636 5377.31 
87 0.0011934775 0.0002543341 5435.72 
88 0.0011850583 0.0002525548 5493.19 
89 0.0011725093 0.0002514839 5560.69 
90 0.0011622496 0.0002506104 5625.26 
91 0.001153761 0.0002497221 5682.24 
92 0.0011470701 0.0002481759 5734.1 
93 0.0011394084 0.0002470681 5798.34 
94 0.0011320362 0.0002455806 5860.65 
95 0.0011258549 0.0002445216 5923.14 
96 0.0011184983 0.0002430201 5976.45 
97 0.0011087345 0.0002418641 6036.27 
98 0.0010991716 0.0002412767 6095.64 
99 0.0010896952 0.000239172 6150.82 
100 0.0010775886 0.0002371234 6208.82 
101 0.0010673422 0.0002362134 6267.75 
102 0.0010604601 0.0002350244 6315.8 
103 0.0010531421 0.0002330558 6391.42 
104 0.0010467952 0.0002320985 6437.48 
105 0.0010423952 0.0002306586 6484.17 
106 0.0010376751 0.0002288357 6529.81 
107 0.001030473 0.0002277585 6575.19 
108 0.0010253392 0.0002264483 6627.01 
109 0.0010207658 0.0002245397 6683.48 
110 0.0010153163 0.0002229587 6744.48 
111 0.0010102187 0.0002221475 6801.44 
112 0.001004703 0.000220491 6856.46 
113 0.0009988682 0.0002186264 6906.51 
114 0.0009928445 0.0002169916 6966.12 
115 0.0009867146 0.0002154083 7019.06 
116 0.0009820371 0.0002140131 7080.12 
117 0.000976844 0.000212385 7125.51 
118 0.0009710392 0.0002111174 7173.3 
119 0.0009656722 0.0002099901 7220.02 
120 0.0009589876 0.0002089487 7275.06 
121 0.0009539362 0.0002079434 7339.4 
122 0.0009493394 0.0002071925 7386.54 
123 0.0009455534 0.0002058593 7431.11 
124 0.0009396518 0.0002042879 7478.57 
125 0.000934911 0.0002029905 7536.67 
126 0.0009314017 0.000202212 7582.92 
127 0.0009270813 0.0002005697 7630.66 
128 0.0009231287 0.0001996922 7688.77 
129 0.0009205035 0.0001990998 7739.37 
130 0.0009179088 0.0001984282 7799.08 
131 0.0009151303 0.0001977572 7845.53 
132 0.0009118762 0.0001971155 7911.73 
133 0.0009082004 0.0001963372 7967.25 
134 0.0009048668 0.0001956738 8020.92 
135 0.000900988 0.0001950901 8061.44 
136 0.0008969721 0.0001943436 8125.84 
137 0.0008932173 0.0001929247 8183.14 
138 0.0008887213 0.0001917517 8239.86 
139 0.0008835516 0.0001898244 8289.14 
140 0.0008782041 0.0001891422 8357.36 
141 0.0008745402 0.0001885002 8427.68 
142 0.0008716195 0.0001880257 8482.15 
143 0.0008678717 0.000187469 8557.89 
144 0.0008646063 0.0001867256 8608.32 
145 0.0008616963 0.0001860659 8660.07 
146 0.0008578063 0.0001853773 8709.48 
147 0.0008547096 0.0001845986 8766.31 
148 0.0008513424 0.0001841075 8819.82 
149 0.0008482501 0.0001834626 8871.74 
150 0.0008444404 0.0001829031 8949.69 
151 0.0008416163 0.0001825442 9005.37 
152 0.0008393049 0.0001822765 9066.07 
153 0.0008365239 0.0001816379 9116.38 
154 0.0008337598 0.0001812492 9168.26 
155 0.0008313227 0.0001803614 9221.13 
156 0.0008284428 0.0001797651 9273.07 
157 0.0008258468 0.0001791387 9323.75 
158 0.0008226077 0.0001784104 9371.74 
159 0.000818931 0.0001779774 9429.05 
160 0.0008157187 0.0001775393 9483.24 
161 0.0008128368 0.0001771739 9531.16 
162 0.0008088366 0.0001767595 9585.05 
163 0.0008048255 0.0001757208 9642.93 
164 0.0008006947 0.0001754115 9694.64 
165 0.0007980884 0.0001748749 9741.61 
166 0.0007955039 0.0001744485 9801.21 
167 0.0007933618 0.0001733565 9856.17 
168 0.0007902176 0.0001725455 9903.35 
169 0.0007874357 0.0001716383 9955.99 
170 0.0007843057 0.0001710915 10007.95 
171 0.0007818353 0.0001706295 10063.47 
172 0.0007790862 0.0001700442 10141.07 
173 0.0007763594 0.0001692955 10195.29 
174 0.0007732731 0.0001686918 10251.32 
175 0.0007707333 0.0001680281 10298.89 
176 0.0007682967 0.0001670839 10357.01 
177 0.0007657996 0.0001662749 10410.93 
178 0.0007629789 0.0001658563 10462.52 
179 0.0007611259 0.0001650094 10512.29 
180 0.0007584965 0.0001644691 10571.69 
181 0.0007562617 0.0001639495 10636.4 
182 0.000754103 0.0001635021 10688.06 
183 0.0007525425 0.0001630363 10734.43 
184 0.0007509117 0.0001625737 10786.27 
185 0.0007487513 0.0001622854 10844.32 
186 0.0007470953 0.0001622433 10885.87 
187 0.0007460741 0.0001615771 10935.47 
188 0.0007444966 0.0001610484 10992.11 
189 0.0007427684 0.0001601418 11044.52 
190 0.0007409524 0.000159366 11098.37 
191 0.0007390243 0.0001586397 11176.22 
192 0.0007374435 0.0001577938 11240.86 
193 0.0007358953 0.0001573329 11289.43 
194 0.0007338699 0.000156732 11352.55 
195 0.0007323118 0.0001561165 11399.09 
196 0.0007308488 0.0001558725 11458.9 
197 0.000728834 0.0001554889 11510.12 
198 0.0007274052 0.0001549027 11569.47 
199 0.0007258375 0.0001543796 11624.37 
200 0.0007242461 0.0001540147 11695.32 
201 0.0007230093 0.0001533205 11759.13 
202 0.0007215064 0.0001531823 11822.85 
203 0.000720321 0.0001525482 11867.48 
204 0.0007192394 0.0001522464 11931.31 
205 0.0007179488 0.0001517738 11972.38 
206 0.0007166082 0.0001515047 12023.38 
207 0.0007154788 0.000150996 12070.05 
208 0.0007146621 0.0001506646 12126.15 
209 0.0007135788 0.0001503042 12193.89 
210 0.0007121141 0.0001498821 12260.02 
211 0.0007107641 0.0001493951 12316.28 
212 0.0007096339 0.0001489357 12358.83 
213 0.0007084636 0.000148965 12382.13 
214 0.0007081062 0.0001482622 12432.17 
215 0.0007067159 0.0001479631 12488.46 
216 0.0007055853 0.0001473612 12549.44 
217 0.000704123 0.0001467937 12608.74 
218 0.0007026177 0.0001463824 12656.12 
219 0.0007013013 0.0001461281 12716.94 
220 0.0007000222 0.0001458513 12781.75 
221 0.0006987079 0.0001452932 12829.63 
222 0.0006973271 0.0001449657 12877.57 
223 0.0006962228 0.0001445886 12938.56 
224 0.0006950138 0.0001443085 12996.62 
225 0.0006939941 0.0001436544 13053.52 
226 0.0006929602 0.0001434035 13101.11 
227 0.0006916306 0.000143135 13155.46 
228 0.0006906156 0.0001430109 13207.09 
229 0.0006895964 0.0001429016 13261.97 
230 0.0006883815 0.0001427291 13318.0 
231 0.0006871283 0.0001423649 13375.79 
232 0.0006857321 0.0001420313 13422.2 
233 0.0006843014 0.0001417715 13467.29 
234 0.000682851 0.0001416302 13529.7 
235 0.0006817003 0.0001412961 13590.86 
236 0.0006808721 0.0001410866 13635.72 
237 0.0006799455 0.0001408566 13695.05 
238 0.0006789387 0.0001407483 13757.07 
239 0.0006782609 0.0001406341 13809.77 
240 0.0006773913 0.0001404787 13869.7 
241 0.0006765493 0.0001402958 13929.05 
242 0.0006758956 0.0001401098 13990.47 
243 0.0006751124 0.0001395188 14050.27 
244 0.0006740898 0.0001393015 14105.56 
245 0.0006731967 0.0001389875 14167.68 
246 0.0006723083 0.0001387308 14224.61 
247 0.0006714093 0.0001385272 14272.75 
248 0.0006704757 0.0001383226 14325.89 
249 0.0006698405 0.0001382439 14381.48 
250 0.0006690243 0.0001380413 14427.77 
251 0.0006681376 0.0001378894 14490.3 
252 0.0006673153 0.0001376691 14548.08 
253 0.0006665837 0.0001375243 14595.08 
254 0.0006659941 0.0001373982 14647.75 
255 0.0006652854 0.0001372766 14718.26 
256 0.0006643359 0.0001369804 14778.84 
257 0.0006637363 0.0001367653 14808.39 
258 0.0006629915 0.0001365353 14865.27 
259 0.0006620868 0.0001365026 14874.42 
260 0.000662047 0.0001361825 14929.24 
261 0.0006609644 0.0001360278 14989.37 
262 0.0006604959 0.0001356447 15043.99 
263 0.0006591375 0.0001354331 15093.59 
264 0.0006582854 0.0001351371 15142.22 
265 0.0006573432 0.0001348362 15190.28 
266 0.0006565622 0.000134486 15268.4 
267 0.0006557145 0.0001340606 15322.08 
268 0.0006545656 0.0001338282 15369.25 
269 0.0006536508 0.0001337431 15425.84 
270 0.0006529404 0.0001336372 15476.91 
271 0.0006523235 0.0001335184 15522.68 
272 0.0006515739 0.0001332708 15574.85 
273 0.0006509964 0.0001331447 15631.0 
274 0.0006503211 0.0001329593 15677.03 
275 0.0006496271 0.0001328425 15733.72 
276 0.0006488176 0.0001327078 15789.04 
277 0.0006480378 0.0001324042 15844.88 
278 0.0006469815 0.0001322535 15888.76 
279 0.0006462765 0.000132038 15944.27 
280 0.0006454733 0.0001318846 15996.3 
281 0.0006447538 0.0001317484 16059.17 
282 0.0006438111 0.0001315246 16114.96 
283 0.0006429105 0.0001313867 16200.49 
284 0.0006420501 0.0001312995 16250.69 
285 0.0006412034 0.0001311446 16288.66 
286 0.0006405981 0.0001311074 16330.72 
287 0.0006398841 0.0001308984 16396.59 
288 0.0006392983 0.00013078 16450.66 
289 0.0006386188 0.0001304927 16498.68 
290 0.0006378524 0.0001303696 16555.06 
291 0.0006371402 0.000130199 16601.85 
292 0.0006365702 0.0001299624 16656.59 
293 0.0006359598 0.0001297893 16716.07 
294 0.0006353398 0.0001296518 16774.03 
295 0.0006347685 0.0001296611 16789.04 
296 0.0006347196 0.0001294707 16836.17 
297 0.0006341809 0.0001293029 16886.19 
298 0.0006336445 0.0001291055 16940.13 
299 0.0006330347 0.0001290994 16946.95 
300 0.0006329861 0.0001289178 16996.67 
301 0.0006324146 0.0001286723 17051.64 
302 0.0006317996 0.0001284326 17109.84 
303 0.0006312789 0.0001282965 17134.76 
304 0.0006311677 0.0001280983 17180.46 
305 0.0006306636 0.0001279398 17226.65 
306 0.000630207 0.0001277803 17274.45 
307 0.0006295153 0.0001275238 17342.78 
308 0.000629043 0.000127349 17400.86 
309 0.0006285645 0.0001273905 17441.4 
310 0.0006280192 0.0001272747 17483.74 
311 0.0006275582 0.0001271877 17538.13 
312 0.0006270833 0.0001271498 17588.07 
313 0.0006265795 0.0001270732 17636.41 
314 0.0006259364 0.0001268885 17690.53 
315 0.0006252616 0.0001269491 17734.33 
316 0.0006245047 0.0001269561 17795.71 
317 0.0006238983 0.0001266999 17848.39 
318 0.0006233147 0.0001267204 17904.45 
319 0.0006227991 0.0001265928 17950.87 
320 0.00062215 0.0001264386 18012.11 
321 0.000621474 0.0001264045 18063.44 
322 0.0006209098 0.0001263538 18112.6 
323 0.0006203934 0.0001262118 18171.16 
324 0.0006197717 0.0001260912 18215.51 
325 0.0006191425 0.000125947 18258.56 
326 0.0006185276 0.0001256892 18311.03 
327 0.0006178371 0.0001255446 18359.67 
328 0.0006171892 0.0001254486 18409.65 
329 0.0006167383 0.0001254013 18462.04 
330 0.0006162409 0.0001253537 18514.62 
331 0.0006157292 0.0001253097 18559.15 
332 0.0006152604 0.000125251 18625.1 
333 0.0006147302 0.0001250325 18678.92 
334 0.0006141412 0.0001248803 18739.83 
335 0.0006136736 0.0001247717 18788.05 
336 0.0006130842 0.0001245905 18847.46 
337 0.0006125971 0.0001246365 18905.71 
338 0.0006120554 0.0001244654 18965.22 
339 0.0006114832 0.0001244867 19023.82 
340 0.0006109388 0.0001244281 19033.99 
341 0.0006108896 0.0001243596 19086.04 
342 0.0006104309 0.0001244549 19136.0 
343 0.0006099422 0.0001244649 19179.4 
344 0.0006094022 0.0001245985 19236.69 
345 0.0006088142 0.0001245797 19286.03 
346 0.0006082065 0.0001245543 19345.56 
347 0.0006077238 0.0001245777 19399.06 
348 0.0006071209 0.0001245862 19453.13 
349 0.0006065486 0.0001243735 19508.78 
350 0.000605731 0.0001242163 19554.17 
351 0.0006050054 0.0001238647 19602.76 
352 0.0006043016 0.0001237488 19657.37 
353 0.0006037275 0.0001236041 19708.48 
354 0.0006030835 0.0001233821 19773.09 
355 0.0006024654 0.0001233154 19827.52 
356 0.0006017839 0.0001231141 19892.04 
357 0.0006009542 0.0001231923 19957.36 
358 0.0006002739 0.0001230251 20006.71 
359 0.0005995383 0.0001228519 20057.48 
360 0.0005987872 0.0001227613 20119.9 
361 0.0005982157 0.0001227632 20191.01 
362 0.0005976643 0.0001227584 20242.52 
363 0.0005971152 0.0001226759 20300.13 
364 0.0005966288 0.0001227056 20362.6 
365 0.000596046 0.0001226812 20403.69 
366 0.0005955247 0.0001227621 20444.12 
367 0.0005949023 0.0001227421 20488.29 
368 0.0005942256 0.0001225474 20541.32 
369 0.0005937216 0.0001223958 20593.02 
370 0.0005930071 0.0001222248 20649.46 
371 0.0005923029 0.0001221151 20698.4 
372 0.0005915747 0.0001219925 20747.58 
373 0.0005908479 0.0001218662 20808.6 
374 0.0005902164 0.0001215226 20865.4 
375 0.0005895995 0.0001213042 20918.49 
376 0.0005889982 0.000121276 20961.75 
377 0.0005884697 0.0001210141 21006.43 
378 0.0005878393 0.0001210758 21036.63 
379 0.000587671 0.0001210056 21096.72 
380 0.0005872519 0.00012098 21125.17 
381 0.0005869464 0.000120794 21172.97 
382 0.0005863701 0.0001206618 21237.35 
383 0.000585964 0.0001203671 21295.37 
384 0.0005854375 0.000120305 21344.37 
385 0.0005848668 0.0001201884 21404.81 
386 0.0005844339 0.0001199681 21437.48 
387 0.0005839422 0.0001198134 21489.84 
388 0.0005834094 0.0001196041 21547.8 
389 0.0005827547 0.0001194914 21596.61 
390 0.0005822131 0.0001194391 21648.01 
391 0.0005817422 0.0001192491 21698.96 
392 0.0005811314 0.0001191602 21742.73 
393 0.0005806895 0.0001192499 21758.0 
394 0.0005805851 0.000119164 21795.67 
395 0.000580424 0.0001191243 21844.55 
396 0.0005798197 0.000119112 21909.15 
397 0.0005793094 0.0001192037 21969.47 
398 0.00057872 0.0001191642 22020.6 
399 0.0005780505 0.0001190367 22041.14 
400 0.0005778053 0.0001190637 22114.17 
401 0.0005771693 0.0001191208 22179.16 
402 0.0005764524 0.0001190569 22244.24 
403 0.0005758219 0.0001190135 22294.3 
404 0.0005749975 0.0001189246 22385.12 
405 0.0005743761 0.0001187841 22430.5 
406 0.0005736613 0.000118759 22487.77 
407 0.0005729432 0.0001184863 22540.8 
408 0.0005722347 0.0001182792 22608.07 
409 0.0005715409 0.00011824 22656.79 
410 0.0005707988 0.0001181992 22709.15 
411 0.0005701648 0.0001180406 22763.93 
412 0.0005696912 0.00011804 22825.3 
413 0.0005692584 0.0001179845 22884.93 
414 0.000568861 0.0001177574 22941.35 
415 0.0005683063 0.0001176557 22990.2 
416 0.0005676477 0.0001174348 23045.55 
417 0.0005670776 0.0001173768 23095.46 
418 0.0005665742 0.0001172984 23125.39 
419 0.0005662659 0.0001172929 23184.17 
420 0.0005656619 0.0001172142 23257.88 
421 0.0005649772 0.0001172279 23309.37 
422 0.0005645335 0.0001171736 23370.74 
423 0.0005640189 0.0001170716 23428.09 
424 0.0005635047 0.0001169934 23481.79 
425 0.0005631064 0.0001170147 23538.36 
426 0.0005626731 0.000116953 23590.69 
427 0.0005621901 0.0001166742 23637.8 
428 0.0005615292 0.0001166334 23680.88 
429 0.0005609736 0.0001165548 23738.64 
430 0.000560481 0.0001163326 23805.08 
431 0.0005599942 0.0001161775 23858.26 
432 0.000559575 0.0001160948 23909.25 
433 0.0005592163 0.0001160527 23956.94 
434 0.0005588629 0.0001159611 24002.02 
435 0.0005583868 0.0001160191 24045.81 
436 0.0005579917 0.0001159103 24115.12 
437 0.0005576286 0.0001158737 24157.72 
438 0.0005571171 0.0001157465 24211.06 
439 0.0005565786 0.0001157876 24269.67 
440 0.0005560245 0.000115716 24330.38 
441 0.0005556461 0.0001156602 24376.69 
442 0.0005551863 0.0001155468 24427.49 
443 0.0005548011 0.0001155425 24484.55 
444 0.0005544192 0.0001155208 24538.23 
445 0.0005540746 0.0001155028 24562.39 
446 0.0005538916 0.0001154964 24630.94 
447 0.0005535583 0.0001153661 24684.56 
448 0.0005531486 0.0001153262 24752.6 
449 0.0005528172 0.0001152859 24804.6 
450 0.0005523884 0.0001152582 24872.02 
451 0.0005519043 0.0001152355 24931.53 
452 0.000551413 0.0001152615 24984.84 
453 0.0005507773 0.0001153638 25039.06 
454 0.0005502058 0.0001154476 25104.77 
455 0.0005494759 0.0001154211 25151.82 
456 0.0005489265 0.0001154499 25213.45 
457 0.0005484837 0.0001154305 25256.08 
458 0.0005481031 0.0001154008 25312.62 
459 0.0005476976 0.0001154902 25360.22 
460 0.0005471336 0.0001153776 25408.08 
461 0.0005465831 0.0001154215 25455.53 
462 0.0005461474 0.000115378 25511.72 
463 0.0005457295 0.0001152549 25572.58 
464 0.0005453244 0.0001152672 25613.14 
465 0.0005448948 0.0001152993 25637.37 
466 0.0005447548 0.0001152957 25690.76 
467 0.0005441843 0.000115198 25743.57 
468 0.0005437419 0.0001151359 25801.38 
469 0.0005433836 0.0001150228 25845.83 
470 0.0005430679 0.0001149936 25911.44 
471 0.0005426543 0.0001149028 25973.9 
472 0.0005421886 0.0001148701 26035.26 
473 0.0005416982 0.0001148256 26090.94 
474 0.0005412715 0.0001148076 26142.34 
475 0.0005407809 0.0001147007 26194.15 
476 0.0005403537 0.0001146341 26249.57 
477 0.0005398981 0.0001147102 26297.11 
478 0.0005393696 0.0001147173 26345.71 
479 0.0005389415 0.0001147078 26407.55 
480 0.0005385654 0.0001147983 26470.87 
481 0.0005381344 0.0001147688 26521.49 
482 0.0005377755 0.0001147871 26572.52 
483 0.0005374005 0.0001146079 26616.39 
484 0.000537072 0.0001145091 26675.21 
485 0.000536723 0.0001143337 26735.25 
486 0.0005363636 0.0001143859 26788.3 
487 0.0005361762 0.0001140598 26851.31 
488 0.0005355677 0.0001140275 26920.37 
489 0.000535027 0.0001140025 26974.57 
490 0.0005346785 0.0001139591 27016.75 
491 0.0005344695 0.0001139254 27069.86 
492 0.0005340092 0.0001138382 27118.04 
493 0.0005336146 0.0001137446 27177.38 
494 0.000533308 0.0001137151 27229.35 
495 0.0005329856 0.000113645 27267.13 
496 0.0005327814 0.0001135788 27330.57 
497 0.0005323877 0.0001134361 27383.83 
498 0.0005320345 0.0001133825 27436.25 
499 0.0005318013 0.000113261 27481.91 
500 0.0005313833 0.0001132247 27548.22 
501 0.0005309902 0.0001132401 55.67 
502 0.0005306877 0.0001132124 108.16 
503 0.0005303198 0.0001131484 177.74 
504 0.0005300352 0.0001130958 219.12 
505 0.0005296081 0.00011311 261.43 
506 0.0005292325 0.0001130585 311.08 
507 0.0005289976 0.0001130296 377.96 
508 0.0005286812 0.0001130204 435.47 
509 0.000528519 0.0001128685 493.63 
510 0.0005279667 0.0001127556 549.79 
511 0.0005276531 0.0001128008 602.82 
512 0.000527316 0.0001128106 656.5 
513 0.0005268969 0.0001127554 704.4 
514 0.0005264821 0.0001126949 780.42 
515 0.0005260385 0.0001126054 836.26 
516 0.0005255001 0.0001124933 884.98 
517 0.0005251445 0.0001124324 938.92 
518 0.0005247552 0.0001122885 1001.43 
519 0.0005242114 0.0001122952 1008.32 
520 0.000524202 0.0001122555 1023.14 
521 0.0005241183 0.0001123121 1076.17 
522 0.0005238026 0.0001121609 1137.26 
523 0.0005234332 0.0001121129 1188.58 
524 0.0005230903 0.0001120027 1237.98 
525 0.0005226923 0.0001120257 1291.61 
526 0.000522415 0.0001120224 1344.36 
527 0.0005221033 0.000111988 1359.4 
528 0.0005220156 0.0001118426 1410.42 
529 0.0005216447 0.0001117499 1459.5 
530 0.0005212429 0.0001117229 1480.26 
531 0.0005210859 0.0001116026 1532.01 
532 0.0005205793 0.0001115912 1590.82 
533 0.0005202931 0.0001116196 1639.46 
534 0.0005200056 0.0001115959 1699.23 
535 0.000519615 0.0001114616 1757.95 
536 0.0005192209 0.0001113605 1808.1 
537 0.0005189413 0.0001112627 1851.92 
538 0.0005186184 0.0001112624 1912.87 
539 0.0005182649 0.0001112278 1964.2 
540 0.0005179149 0.0001113078 2010.49 
541 0.0005176098 0.0001112946 2067.08 
542 0.0005173315 0.0001112848 2096.42 
543 0.0005172323 0.0001112707 2154.56 
544 0.0005169852 0.0001111765 2201.87 
545 0.0005168021 0.000111137 2258.89 
546 0.0005165514 0.0001111715 2320.96 
547 0.0005163183 0.0001111314 2373.84 
548 0.000516064 0.0001111078 2433.77 
549 0.0005157493 0.0001110334 2483.55 
550 0.0005154848 0.0001110517 2507.76 
551 0.0005153616 0.0001110043 2573.82 
552 0.0005149895 0.0001109237 2624.67 
553 0.0005146736 0.0001108953 2686.56 
554 0.0005144254 0.0001108975 2697.47 
555 0.0005144118 0.000110738 2757.64 
556 0.0005142251 0.0001105935 2805.54 
557 0.0005138642 0.0001104427 2849.5 
558 0.0005135566 0.0001103186 2907.09 
559 0.0005132402 0.0001102538 2955.77 
560 0.0005128807 0.0001101842 2999.78 
561 0.0005126311 0.0001100906 3052.28 
562 0.0005123264 0.0001099574 3107.47 
563 0.0005120785 0.0001099021 3117.61 
564 0.0005120463 0.0001098586 3162.97 
565 0.0005118398 0.0001097669 3221.08 
566 0.0005115543 0.0001096098 3277.58 
567 0.0005112358 0.0001094907 3331.9 
568 0.0005109575 0.0001094085 3398.15 
569 0.0005106486 0.0001092826 3453.08 
570 0.0005103258 0.0001092087 3500.27 
571 0.0005100384 0.0001090616 3561.92 
572 0.0005096981 0.0001088203 3618.05 
573 0.0005092286 0.0001085994 3670.16 
574 0.0005088432 0.0001083922 3716.47 
575 0.0005084686 0.000108194 3770.02 
576 0.0005081325 0.0001080866 3821.41 
577 0.0005076519 0.0001078731 3870.52 
578 0.000507226 0.0001078375 3924.87 
579 0.0005069075 0.0001077591 3946.04 
580 0.000506738 0.000107622 3989.18 
581 0.0005064239 0.0001075449 4062.06 
582 0.000506099 0.0001073792 4110.42 
583 0.0005058944 0.0001072329 4156.23 
584 0.0005055025 0.0001071848 4204.15 
585 0.0005050592 0.0001071606 4244.51 
586 0.0005047788 0.0001070898 4313.08 
587 0.0005045115 0.0001070281 4362.48 
588 0.0005041448 0.0001070081 4421.62 
589 0.0005038099 0.000106968 4474.5 
590 0.0005035486 0.0001069755 4528.48 
591 0.0005032507 0.000106829 4577.36 
592 0.0005029916 0.0001067211 4649.16 
593 0.0005026337 0.0001065879 4712.58 
594 0.0005022442 0.0001064709 4740.58 
595 0.0005020263 0.0001062568 4790.65 
596 0.000501642 0.0001061519 4847.81 
597 0.0005013314 0.0001060168 4901.8 
598 0.0005010548 0.0001059592 4962.84 
599 0.0005006278 0.0001058005 5021.67 
600 0.0005001919 0.0001056734 5070.68 
601 0.0004998102 0.0001054766 5134.2 
602 0.0004994215 0.0001054159 5198.82 
603 0.0004990813 0.0001052834 5264.0 
604 0.0004987174 0.0001052119 5318.73 
605 0.0004983287 0.0001052051 5404.58 
606 0.0004980044 0.0001051246 5453.96 
607 0.0004976354 0.0001050755 5507.4 
608 0.0004973214 0.0001048799 5556.22 
609 0.0004970212 0.0001047453 5632.89 
610 0.0004967048 0.0001047101 5690.2 
611 0.0004964445 0.0001045637 5769.6 
612 0.0004960217 0.0001044804 5816.06 
613 0.0004957165 0.0001043512 5865.94 
614 0.0004953851 0.0001043619 5913.72 
615 0.0004951602 0.0001042343 5976.18 
616 0.0004948113 0.0001042603 6032.24 
617 0.0004943909 0.000104216 6094.3 
618 0.0004941468 0.0001039403 6145.09 
619 0.0004935779 0.0001038498 6198.86 
620 0.0004932698 0.0001037629 6268.24 
621 0.0004929898 0.0001037528 6321.97 
622 0.000492703 0.0001038756 6373.9 
623 0.0004924577 0.0001038398 6435.43 
624 0.0004921459 0.0001038238 6499.19 
625 0.000491818 0.0001038523 6563.58 
626 0.0004915699 0.0001038472 6624.03 
627 0.0004913384 0.0001037869 6687.1 
628 0.0004910588 0.0001037918 6738.26 
629 0.0004908476 0.0001037714 6792.05 
630 0.0004906111 0.0001037149 6816.46 
631 0.0004904878 0.0001037321 6867.1 
632 0.000490274 0.0001036608 6932.12 
633 0.0004900433 0.0001035939 6984.3 
634 0.0004897606 0.0001035915 7043.16 
635 0.0004894154 0.0001034831 7111.41 
636 0.000488962 0.0001033461 7173.1 
637 0.0004885975 0.0001032125 7230.79 
638 0.0004881216 0.0001030979 7278.56 
639 0.000487725 0.0001029368 7338.41 
640 0.0004873671 0.0001028073 7394.43 
